personnelID,firstName,lastName,dateOfBirth,enlistmentDate,status,rankID,unitID
939,John,Schultz,1997-04-03,2018-04-02,Retired,9,219
940,Tyler,Russo,1987-06-26,2021-01-10,Active,4,211
941,Kimberly,Mcguire,1997-01-21,2010-11-21,Retired,10,208
942,Dominique,Duncan,1994-03-08,2018-10-04,Active,1,205
943,Timothy,Harris,1992-03-27,2024-09-20,Retired,5,217
944,Diana,Miller,1998-03-07,2025-04-05,Reserve,2,220
945,Maria,Sanchez,1991-02-19,2013-02-27,Active,2,205
946,Jackie,Jackson,2000-01-14,2014-12-22,Active,10,208
947,Megan,Harper,1987-12-08,2023-04-10,Reserve,7,218
948,Brenda,Fitzpatrick,2002-01-26,2012-04-13,Active,8,212
949,Robin,Bennett,2003-03-26,2012-06-13,Active,10,212
950,Michael,Clark,2002-08-06,2011-03-27,Retired,10,214
951,Eric,Wolfe,1992-07-17,2012-08-17,Retired,4,211
952,Amy,Williams,1984-04-29,2024-01-04,Active,10,206
953,Jeremy,Williams,1979-10-31,2023-02-22,Active,7,216
954,Lisa,Johnson,2004-07-18,2011-11-23,Reserve,6,204
955,Timothy,Daugherty,1997-05-07,2010-05-27,Reserve,4,220
956,Monica,Higgins,1984-09-02,2020-10-10,Reserve,9,208
957,Jason,Johnson,1999-10-05,2018-04-10,Retired,4,209
958,Grace,Macias,1985-11-18,2016-04-11,Reserve,1,219
959,Andre,Decker,2003-11-24,2011-12-08,Active,3,204
960,Thomas,Martin,1993-10-13,2012-10-31,Retired,5,207
961,Jeffery,Keller,2003-12-22,2015-02-27,Retired,10,201
962,Blake,Romero,1987-07-18,2011-10-26,Reserve,1,206
963,Gregory,Anderson,1981-05-18,2022-01-27,Reserve,4,217
964,Laura,Munoz,1988-10-09,2018-07-13,Active,9,212
965,Alan,Flores,1989-05-12,2023-01-09,Retired,7,209
966,Lee,Simpson,1986-10-12,2018-11-21,Active,1,217
967,Thomas,Johnson,1982-12-10,2012-04-04,Retired,8,217
968,David,Dean,1983-03-14,2011-04-26,Retired,5,219
969,Shane,Reynolds,1986-06-08,2010-07-05,Active,8,215
970,Daniel,Smith,1998-09-22,2014-12-18,Active,8,216
971,James,Harris,1991-02-27,2022-04-17,Active,9,202
972,Lauren,Kelly,1985-06-25,2016-08-04,Active,8,205
973,Rebecca,Gray,1983-01-08,2024-02-28,Reserve,6,217
974,Peter,King,2004-09-12,2022-05-30,Reserve,3,201
975,Christine,Baxter,2003-09-26,2019-10-05,Retired,1,201
976,Gregg,Hernandez,1987-05-06,2017-06-28,Active,1,214
977,Tina,Hamilton,2001-10-10,2023-03-17,Active,9,211
978,Noah,Clark,1998-06-04,2014-04-07,Retired,4,208
979,Tina,Clark,2001-04-17,2016-02-12,Reserve,4,203
980,Martin,Dunn,1993-08-11,2016-10-10,Active,9,218
981,Ian,Townsend,1986-08-20,2024-10-09,Retired,1,210
982,Thomas,Martin,1993-03-25,2012-12-30,Reserve,4,209
983,Christine,Martin,1979-09-17,2020-05-06,Reserve,3,204
984,Paula,Ware,1997-03-10,2014-02-08,Active,9,204
985,Michael,Anthony,1991-05-22,2018-08-09,Active,4,217
986,Mary,Jones,1989-02-03,2013-10-01,Reserve,7,201
987,Samuel,Rose,1986-04-07,2012-12-04,Reserve,4,207
988,Juan,Dominguez,1994-08-09,2018-06-19,Active,8,213
989,Daniel,Delgado,1992-06-02,2022-09-18,Reserve,5,214
990,Xavier,Washington,1989-01-27,2020-04-04,Active,7,218
991,Sandra,Long,1994-07-03,2016-02-22,Retired,3,215
992,Denise,Schwartz,1992-11-06,2025-03-12,Active,4,211
993,Laura,Gomez,1999-12-24,2010-12-01,Active,10,216
994,Catherine,White,1987-12-12,2021-11-18,Reserve,10,215
995,William,Stevenson,1992-07-24,2019-01-06,Reserve,8,214
996,Angela,Green,1980-11-22,2018-01-11,Active,1,205
997,Noah,Rogers,2000-02-25,2011-02-27,Active,7,204
998,Kevin,Carlson,2003-03-06,2024-10-04,Active,9,218
999,Cody,Moore,1997-12-17,2024-04-06,Active,5,220
1000,Michael,Smith,1998-02-28,2020-05-22,Reserve,4,210
1001,Alexander,Herring,1995-04-09,2019-03-13,Reserve,8,209
1002,Lauren,Drake,1989-12-25,2018-12-27,Reserve,2,205
1003,Christopher,Estes,1992-10-03,2018-09-03,Reserve,6,219
1004,Manuel,Holder,1981-07-14,2019-10-07,Retired,4,205
1005,Nicholas,Rios,1991-09-29,2017-10-03,Active,1,211
1006,Krystal,Watkins,1999-01-04,2017-07-25,Retired,4,203
1007,James,Warren,1987-08-05,2023-02-14,Active,8,208
1008,Susan,Gibson,1999-12-03,2018-10-29,Active,2,209
1009,Brian,Parker,1983-08-03,2010-12-08,Retired,1,220
1010,John,Johnson,1993-04-02,2015-11-09,Reserve,9,201
1011,Carmen,Rodriguez,1989-04-03,2018-03-03,Active,7,216
1012,Gabriel,Smith,1988-02-19,2020-12-03,Active,4,217
1013,Kayla,King,1997-07-07,2025-03-17,Active,5,212
1014,Jessica,Sanchez,1985-02-19,2022-08-09,Retired,2,203
1015,Jeanette,Lucas,1981-08-03,2024-12-25,Reserve,4,204
1016,John,Nguyen,1981-07-16,2011-03-01,Reserve,9,201
1017,Penny,Powell,1985-02-03,2012-11-05,Active,2,207
1018,Morgan,Medina,1987-06-30,2024-12-27,Active,8,219
1019,Curtis,Benton,2001-03-01,2012-02-23,Active,7,205
1020,Michael,Thomas,1982-01-24,2014-04-20,Reserve,8,215
1021,Alison,Robinson,1997-12-28,2015-07-07,Retired,3,216
1022,Theresa,Sandoval,2001-07-02,2011-08-07,Active,2,201
1023,Douglas,Downs,2002-02-18,2016-02-23,Reserve,10,219
1024,Dillon,Mayo,1986-05-11,2017-04-26,Retired,2,217
1025,Derek,Baxter,1986-07-23,2024-12-13,Retired,7,201
1026,Jessica,Hester,1999-05-27,2024-08-02,Retired,1,209
1027,Sarah,Huang,2005-04-16,2023-11-12,Retired,10,220
1028,Cody,Avila,1997-08-05,2019-01-01,Retired,10,215
1029,Timothy,Sullivan,2003-05-16,2017-06-03,Retired,4,213
1030,Miranda,Carter,1990-09-25,2010-11-12,Reserve,3,205
1031,Frances,Phillips,1998-06-13,2011-09-30,Active,4,205
1032,Brittany,Griffin,1987-11-08,2010-05-31,Reserve,5,217
1033,Janet,Molina,1997-05-21,2017-02-08,Active,10,217
1034,Brian,Stephens,1992-07-23,2010-12-25,Retired,5,217
1035,Paul,Reyes,1990-02-25,2017-04-14,Active,1,209
1036,Nicole,Gray,1993-01-23,2010-08-31,Retired,7,210
1037,Dan,Watkins,1985-05-17,2018-05-27,Active,5,203
1038,Kevin,Johnson,2000-05-24,2023-02-21,Reserve,4,215
1039,Linda,Morton,1983-08-20,2021-08-10,Active,10,210
1040,Daniel,Montoya,1999-01-05,2016-09-08,Retired,5,214
1041,David,Stevenson,1990-10-01,2015-05-23,Reserve,4,202
1042,Betty,Ayala,1998-02-04,2015-10-09,Reserve,10,215
1043,Miranda,Burns,1987-06-19,2025-04-15,Active,1,220
1044,Amanda,Moore,1981-08-26,2013-11-08,Reserve,8,203
1045,Jennifer,Pruitt,1993-04-25,2022-02-19,Retired,9,215
1046,Jennifer,Hughes,1980-09-03,2018-11-20,Retired,7,213
1047,Benjamin,Richardson,1983-01-17,2025-01-03,Active,10,214
1048,Sarah,Hicks,1979-07-25,2025-01-11,Active,5,206
1049,Ryan,Smith,1992-07-14,2019-06-10,Active,6,205
1050,Steven,Farmer,2001-12-28,2018-03-26,Reserve,7,220
1051,Brian,Sanchez,2003-02-11,2017-04-03,Retired,8,209
1052,Brandon,Jones,1983-06-11,2018-12-02,Active,10,210
1053,Cole,Garcia,1987-03-24,2020-11-27,Active,4,206
1054,Keith,Todd,1997-02-07,2020-10-01,Retired,3,204
1055,Ashley,Goodwin,1980-01-20,2014-09-05,Active,6,204
1056,Thomas,Miller,1992-08-27,2022-04-14,Retired,2,206
1057,Renee,Clay,1986-10-13,2021-05-19,Reserve,4,206
1058,Amy,Compton,1999-12-09,2023-09-18,Reserve,10,215
1059,Jon,Ross,1985-01-15,2013-04-23,Active,7,214
1060,Sarah,Murray,1993-01-16,2019-11-28,Reserve,8,217
1061,James,Schultz,1990-05-03,2010-12-04,Reserve,2,218
1062,Elizabeth,Stewart,1988-11-04,2023-06-24,Reserve,6,208
1063,Sean,Lee,2000-08-20,2017-10-12,Retired,7,216
1064,Antonio,Thomas,1999-12-27,2020-12-27,Active,3,213
1065,Cory,Ramirez,1997-07-26,2019-09-06,Active,3,206
1066,Kara,Shea,1992-10-16,2024-01-26,Active,3,212
1067,Colleen,Duarte,1982-02-18,2013-04-29,Retired,2,215
1068,Natalie,Castro,1982-08-19,2021-05-10,Reserve,9,212
1069,Ricky,Castillo,1979-07-04,2016-06-07,Reserve,2,201
1070,Teresa,Miller,1991-07-16,2020-09-14,Reserve,5,203
1071,Elizabeth,Esparza,1995-05-20,2022-11-16,Reserve,4,219
1072,Ryan,Wilson,1995-05-09,2017-04-01,Retired,1,211
1073,Jason,Wade,1982-04-19,2011-09-08,Retired,2,216
1074,David,Garcia,1983-02-03,2019-08-25,Active,4,208
1075,Rhonda,Murray,1995-02-25,2010-06-01,Active,5,202
1076,Luis,Hicks,1999-03-13,2013-08-22,Retired,6,206
1077,Heather,Davidson,1995-07-31,2014-10-03,Active,7,206
1078,Christopher,Kirby,1996-05-10,2018-10-10,Active,7,206
1079,Susan,Terrell,2001-05-05,2013-05-27,Active,2,202
1080,Timothy,Morris,1980-11-01,2014-02-19,Retired,1,210
1081,Carolyn,Mccann,1981-04-18,2019-06-01,Retired,7,209
1082,Taylor,Powers,1982-08-02,2025-02-12,Reserve,5,219
1083,Shelby,Mack,1985-07-20,2017-01-16,Active,5,220
1084,Nathan,Morales,1998-08-12,2015-10-13,Reserve,8,201
1085,Lisa,Murphy,2000-11-29,2015-11-27,Reserve,9,210
1086,Devin,Schmitt,2005-01-06,2011-02-13,Retired,8,209
1087,Raven,Martin,1979-07-01,2012-06-26,Retired,3,220
1088,Erin,Beck,2001-01-25,2023-11-03,Reserve,7,216
1089,Brian,Harris,1981-05-14,2014-03-11,Reserve,1,214
1090,Kristen,Macdonald,1994-12-27,2023-08-07,Retired,9,220
1091,Shannon,Stephenson,1988-03-29,2017-03-18,Retired,6,218
1092,Mathew,Sherman,1985-05-17,2017-08-14,Active,4,203
1093,Toni,Moore,1992-06-19,2021-08-22,Reserve,10,209
1094,Adrian,Mitchell,1989-12-08,2014-02-18,Active,4,202
1095,Crystal,Pratt,1988-01-13,2020-10-24,Reserve,1,204
1096,Charles,Silva,2001-04-23,2024-02-20,Reserve,5,207
1097,Gregory,Farley,2000-04-27,2019-03-25,Retired,1,205
1098,Raven,Wagner,2000-11-10,2020-02-21,Retired,2,201
1099,Beth,Harris,1996-07-21,2015-09-15,Retired,7,209
1100,Blake,Smith,2003-02-06,2012-01-26,Retired,4,202
